relative_im_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2
01899.jpg,20,90,632,339
01900.jpg,11,15,277,157
01901.jpg,56,92,446,327
01902.jpg,1,77,449,233
01903.jpg,154,277,1453,979
01904.jpg,11,20,193,140
01905.jpg,25,98,617,386
01906.jpg,9,28,247,179
01907.jpg,45,8,233,178
01908.jpg,12,23,787,365
01909.jpg,185,132,1015,677
01910.jpg,83,68,551,237
01911.jpg,91,175,567,410
01912.jpg,45,50,262,165
01913.jpg,74,84,963,567
01914.jpg,49,43,212,153
01915.jpg,51,117,441,288
01916.jpg,6,119,494,276
01917.jpg,38,22,790,450
01918.jpg,8,3,135,86
01919.jpg,26,133,618,347
01920.jpg,118,8,790,598
01921.jpg,28,86,345,215
01922.jpg,112,274,1534,886
01923.jpg,64,246,955,590
01924.jpg,331,486,1212,917
01925.jpg,29,86,614,456
01926.jpg,10,53,631,294
01927.jpg,29,108,606,416
01928.jpg,1,49,234,141
01929.jpg,15,166,488,383
01930.jpg,74,43,839,490
01931.jpg,94,235,571,486
01932.jpg,61,67,570,344
01933.jpg,96,144,652,394
01934.jpg,83,322,1415,773
01935.jpg,171,179,544,381
01936.jpg,78,99,736,438
01937.jpg,212,192,578,332
01938.jpg,28,42,474,341
01939.jpg,37,87,463,298
01940.jpg,1,7,200,125
01941.jpg,135,753,2152,1461
01942.jpg,13,49,393,275
01943.jpg,32,322,809,652
01944.jpg,17,54,288,189
01945.jpg,6,17,262,151
01946.jpg,17,31,289,178
01947.jpg,3,89,300,260
01948.jpg,55,110,454,280
01949.jpg,15,1,379,221
01950.jpg,80,123,419,293
01951.jpg,55,49,669,294
01952.jpg,11,31,490,266
01953.jpg,61,368,1223,836
01954.jpg,17,121,550,344
01955.jpg,334,551,1260,1014
01956.jpg,14,63,478,320
01957.jpg,15,188,463,350
01958.jpg,5,21,273,126
01959.jpg,71,137,910,601
01960.jpg,59,224,915,708
01961.jpg,21,114,500,452
01962.jpg,69,66,559,333
01963.jpg,7,123,637,397
01964.jpg,160,170,1007,683
01965.jpg,38,10,255,199
01966.jpg,24,37,276,169
01967.jpg,2,1,259,194
01968.jpg,41,97,608,392
01969.jpg,25,120,615,361
01970.jpg,32,79,431,228
01971.jpg,92,459,1215,889
01972.jpg,37,67,237,168
01973.jpg,16,12,188,115
01974.jpg,99,114,306,191
01975.jpg,159,307,997,605
01976.jpg,38,154,474,301
01977.jpg,53,45,530,370
01978.jpg,13,23,244,160
01979.jpg,131,264,470,434
01980.jpg,97,193,923,631
01981.jpg,25,34,413,235
01982.jpg,19,68,476,338
01983.jpg,102,163,723,454
01984.jpg,12,189,741,415
01985.jpg,35,162,624,456
01986.jpg,47,85,588,374
01987.jpg,64,123,548,346
01988.jpg,32,52,593,324
01989.jpg,145,182,659,440
01990.jpg,20,75,462,331
01991.jpg,63,28,632,351
01992.jpg,31,1,640,220
01993.jpg,31,110,405,263
01994.jpg,28,36,250,143
01995.jpg,84,87,621,411
01996.jpg,128,126,767,437
01997.jpg,147,178,951,633
01998.jpg,12,39,237,166
01999.jpg,68,120,433,330
02000.jpg,38,75,380,193
02001.jpg,56,110,609,440
02002.jpg,8,1,272,134
02003.jpg,10,340,1591,950
02004.jpg,50,162,640,425
02005.jpg,17,75,279,158
02006.jpg,57,43,194,127
02007.jpg,24,16,454,304
02008.jpg,31,146,615,444
02009.jpg,14,22,262,122
02010.jpg,66,46,545,426
02011.jpg,318,76,1193,711
02012.jpg,128,71,417,292
02013.jpg,73,56,591,395
02014.jpg,96,222,647,420
02015.jpg,35,114,550,327
02016.jpg,65,122,568,325
02017.jpg,33,200,1001,661
02018.jpg,210,82,944,734
02019.jpg,54,69,546,379
02020.jpg,103,335,1151,784
02021.jpg,7,59,390,328
02022.jpg,133,61,582,318
02023.jpg,43,49,266,176
02024.jpg,20,110,415,294
02025.jpg,10,42,310,180
02026.jpg,154,74,593,444
02027.jpg,69,123,1073,705
02028.jpg,24,96,414,317
02029.jpg,6,14,216,107
02030.jpg,29,51,259,187
02031.jpg,33,12,226,191
02032.jpg,12,99,380,216
02033.jpg,19,34,241,158
02034.jpg,10,27,310,134
02035.jpg,11,123,500,358
02036.jpg,47,89,639,395
02037.jpg,115,164,1342,669
02038.jpg,70,3,617,337
02039.jpg,22,159,977,588
02040.jpg,24,59,294,221
02041.jpg,73,278,1010,659
02042.jpg,181,124,1780,1057
02043.jpg,132,89,940,686
02044.jpg,129,165,793,545
02045.jpg,135,86,463,300
02046.jpg,24,123,618,354
02047.jpg,43,50,136,90
02048.jpg,27,17,297,209
02049.jpg,30,57,400,309
02050.jpg,30,65,331,199
02051.jpg,54,135,1461,822
02052.jpg,26,98,372,219
02053.jpg,22,12,245,178
02054.jpg,183,4,1186,780
02055.jpg,22,160,580,385
02056.jpg,32,11,456,307
02057.jpg,36,161,611,355
02058.jpg,12,67,496,266
02059.jpg,269,339,884,671
02060.jpg,11,52,595,293
02061.jpg,43,110,646,427
02062.jpg,31,52,453,239
02063.jpg,39,113,467,320
02064.jpg,2,22,296,199
02065.jpg,73,163,674,401
02066.jpg,46,315,1249,943
02067.jpg,241,78,1105,781
02068.jpg,32,56,783,453
02069.jpg,1,550,2320,2506
02070.jpg,74,38,375,289
02071.jpg,21,2,233,100
02072.jpg,250,205,1092,759
02073.jpg,122,176,929,611
02074.jpg,18,67,496,342
02075.jpg,9,16,294,156
02076.jpg,17,69,247,157
02077.jpg,2,78,478,249
02078.jpg,82,307,1369,1036
02079.jpg,45,181,2582,1848
02080.jpg,128,30,855,596
02081.jpg,37,61,756,504
02082.jpg,205,77,595,295
02083.jpg,51,116,630,371
02084.jpg,328,260,1610,935
02085.jpg,13,40,257,143
02086.jpg,51,68,595,381
02087.jpg,19,533,3220,1953
02088.jpg,2,2,300,208
02089.jpg,19,64,471,259
02090.jpg,42,79,613,480
02091.jpg,15,93,632,373
02092.jpg,31,9,435,244
02093.jpg,19,91,482,311
02094.jpg,89,43,542,339
02095.jpg,90,189,1495,820
02096.jpg,33,156,736,524
02097.jpg,18,1,999,507
02098.jpg,15,17,636,440
02099.jpg,14,31,272,198
02100.jpg,66,64,598,385
02101.jpg,17,39,237,156
02102.jpg,20,23,274,196
02103.jpg,34,262,766,650
02104.jpg,25,215,625,411
02105.jpg,10,142,465,309
02106.jpg,129,94,502,382
02107.jpg,23,57,232,186
02108.jpg,53,122,993,553
02109.jpg,31,51,635,399
02110.jpg,116,141,535,367
02111.jpg,20,7,239,174
02112.jpg,95,84,612,391
02113.jpg,109,39,980,590
02114.jpg,9,37,651,477
02115.jpg,11,37,441,206
02116.jpg,26,66,379,258
02117.jpg,1,79,1918,1120
02118.jpg,509,458,1031,686
02119.jpg,44,162,605,360
02120.jpg,44,63,448,253
02121.jpg,143,114,546,374
02122.jpg,29,63,602,324
02123.jpg,74,88,517,354
02124.jpg,9,97,493,252
02125.jpg,21,77,622,466
02126.jpg,7,20,298,197
02127.jpg,31,98,380,226
02128.jpg,63,328,1223,755
02129.jpg,20,23,280,164
02130.jpg,42,89,588,377
02131.jpg,81,140,524,337
02132.jpg,26,290,996,610
02133.jpg,126,143,907,715
02134.jpg,147,149,905,654
02135.jpg,67,103,533,366
02136.jpg,128,33,515,309
02137.jpg,19,118,557,340
02138.jpg,20,272,982,633
02139.jpg,2,3,217,117
02140.jpg,35,176,492,480
02141.jpg,14,164,1011,615
02142.jpg,74,70,251,170
02143.jpg,8,76,3640,2675
02144.jpg,37,82,594,380
02145.jpg,112,7,853,717
02146.jpg,8,14,294,142
02147.jpg,74,114,585,432
02148.jpg,95,124,617,401
02149.jpg,57,107,611,421
02150.jpg,55,82,564,338
02151.jpg,206,135,1543,1076
02152.jpg,4,51,458,291
02153.jpg,208,47,483,364
02154.jpg,67,62,212,185
02155.jpg,86,38,197,151
02156.jpg,54,55,305,220
02157.jpg,156,175,484,332
02158.jpg,37,39,486,273
02159.jpg,56,200,514,396
02160.jpg,63,5,940,723
02161.jpg,49,38,575,447
02162.jpg,40,134,759,463
02163.jpg,104,325,1180,776
02164.jpg,108,49,600,327
02165.jpg,49,35,565,439
02166.jpg,23,113,617,367
02167.jpg,185,454,1947,1129
02168.jpg,54,246,678,553
02169.jpg,52,27,575,418
02170.jpg,12,6,314,202
02171.jpg,32,305,1595,981
02172.jpg,49,49,203,164
02173.jpg,184,284,840,696
02174.jpg,366,293,1817,1222
02175.jpg,12,58,297,192
02176.jpg,17,111,358,240
02177.jpg,22,30,625,531
02178.jpg,15,77,454,272
02179.jpg,103,180,587,434
02180.jpg,205,192,617,352
02181.jpg,31,74,549,384
02182.jpg,35,54,564,361
02183.jpg,28,2,608,423
02184.jpg,95,30,492,256
02185.jpg,47,208,997,667
02186.jpg,56,67,420,284
02187.jpg,28,8,183,138
02188.jpg,58,1,582,373
02189.jpg,36,331,857,692
02190.jpg,10,67,575,302
02191.jpg,1,28,272,157
02192.jpg,61,45,752,502
02193.jpg,52,42,504,315
02194.jpg,80,155,471,320
02195.jpg,61,130,738,481
02196.jpg,62,210,673,475
02197.jpg,180,78,600,402
02198.jpg,100,86,304,276
02199.jpg,4,56,395,229
02200.jpg,70,117,461,330
02201.jpg,91,107,937,561
02202.jpg,295,120,1199,519
02203.jpg,114,86,406,288
02204.jpg,168,93,1131,699
02205.jpg,35,74,611,409
02206.jpg,61,82,948,673
02207.jpg,18,23,639,387
02208.jpg,46,43,473,375
02209.jpg,25,76,563,312
02210.jpg,24,77,267,186
02211.jpg,41,135,365,300
02212.jpg,45,116,547,393
02213.jpg,501,443,1088,706
02214.jpg,13,14,301,155
02215.jpg,126,27,522,445
02216.jpg,89,42,868,504
02217.jpg,35,81,428,294
02218.jpg,328,274,1017,689
02219.jpg,34,33,663,401
02220.jpg,73,164,936,471
02221.jpg,55,68,529,450
02222.jpg,29,66,597,228
02223.jpg,11,98,734,463
02224.jpg,7,61,290,205
02225.jpg,14,58,488,273
02226.jpg,109,163,553,425
02227.jpg,86,68,199,158
02228.jpg,38,134,463,311
02229.jpg,107,445,884,665
02230.jpg,28,32,340,178
02231.jpg,48,66,363,210
02232.jpg,109,88,561,349
02233.jpg,31,2,357,176
02234.jpg,61,58,335,236
02235.jpg,203,497,2792,1959
02236.jpg,45,91,382,288
02237.jpg,14,41,291,165
02238.jpg,68,135,389,282
02239.jpg,55,41,969,673
02240.jpg,185,495,1497,964
02241.jpg,204,227,627,511
02242.jpg,36,72,594,413
02243.jpg,122,123,503,292
02244.jpg,180,152,461,362
02245.jpg,17,30,405,278
02246.jpg,128,203,922,710
02247.jpg,31,125,624,349
02248.jpg,86,131,507,384
02249.jpg,114,79,600,356
02250.jpg,19,39,630,351
02251.jpg,26,34,246,156
02252.jpg,35,53,272,190
02253.jpg,26,217,582,396
02254.jpg,52,49,668,354
02255.jpg,60,41,365,169
02256.jpg,9,33,256,109
02257.jpg,6,42,1022,366
02258.jpg,51,81,655,408
02259.jpg,14,19,450,274
02260.jpg,24,180,605,398
02261.jpg,76,31,574,261
02262.jpg,57,112,543,316
02263.jpg,89,129,532,412
02264.jpg,162,87,567,318
02265.jpg,39,72,653,462
02266.jpg,67,44,180,113
02267.jpg,28,67,479,284
02268.jpg,90,65,546,397
02269.jpg,13,124,1967,1464
02270.jpg,137,164,761,421
02271.jpg,18,24,250,166
02272.jpg,41,31,753,468
02273.jpg,228,83,1253,887
02274.jpg,57,50,388,218
02275.jpg,66,92,492,336
02276.jpg,53,80,310,175
02277.jpg,96,46,487,186
02278.jpg,99,93,690,477
02279.jpg,36,40,999,751
02280.jpg,190,139,508,394
02281.jpg,56,33,579,395
02282.jpg,186,177,1284,819
02283.jpg,8,48,296,194
02284.jpg,16,45,291,157
02285.jpg,1,5,396,213
02286.jpg,125,339,2008,1332
02287.jpg,12,20,377,281
02288.jpg,151,20,551,221
02289.jpg,54,19,233,147
02290.jpg,65,15,232,116
02291.jpg,17,53,607,443
02292.jpg,2,15,83,61
02293.jpg,37,415,1528,1060
02294.jpg,40,35,424,256
02295.jpg,8,141,618,344
02296.jpg,101,66,555,407
02297.jpg,32,62,603,423
02298.jpg,82,103,973,669
02299.jpg,131,15,459,205
02300.jpg,13,10,298,194
02301.jpg,54,75,449,300
02302.jpg,50,168,937,501
02303.jpg,27,151,623,391
02304.jpg,38,74,244,179
02305.jpg,83,64,269,158
02306.jpg,29,95,557,375
02307.jpg,11,43,472,232
02308.jpg,44,79,584,392
02309.jpg,25,86,306,245
02310.jpg,20,102,376,225
02311.jpg,56,1,394,176
02312.jpg,49,117,386,265
02313.jpg,33,114,434,293
02314.jpg,18,63,445,267
02315.jpg,9,42,581,395
02316.jpg,27,235,665,465
02317.jpg,21,6,623,453
02318.jpg,31,67,573,332
02319.jpg,41,225,957,579
02320.jpg,8,36,268,198
02321.jpg,37,342,1263,786
02322.jpg,38,52,410,322
02323.jpg,71,45,752,302
02324.jpg,40,46,539,324
02325.jpg,34,51,382,258
02326.jpg,37,81,554,311
02327.jpg,18,27,298,211
02328.jpg,153,215,606,464
02329.jpg,84,463,1915,1014
02330.jpg,4,19,276,199
02331.jpg,18,45,404,307
02332.jpg,65,92,606,420
02333.jpg,8,17,292,181
02334.jpg,69,175,1133,643
02335.jpg,52,69,259,208
02336.jpg,71,83,266,174
02337.jpg,39,151,492,392
02338.jpg,31,40,183,154
02339.jpg,26,26,268,160
02340.jpg,47,220,980,715
02341.jpg,10,52,194,109
02342.jpg,72,156,500,322
02343.jpg,34,19,254,159
02344.jpg,614,9,1279,329
02345.jpg,25,74,368,282
02346.jpg,14,22,256,162
02347.jpg,11,27,392,210
02348.jpg,63,95,423,249
02349.jpg,17,45,495,188
02350.jpg,35,259,609,466
02351.jpg,34,43,335,166
02352.jpg,36,89,569,382
02353.jpg,73,26,430,282
02354.jpg,12,81,280,188
02355.jpg,42,120,741,478
02356.jpg,594,306,1520,1149
02357.jpg,5,41,191,142
02358.jpg,51,38,603,432
02359.jpg,65,101,650,453
02360.jpg,9,33,252,165
02361.jpg,18,86,242,192
02362.jpg,47,137,965,681
02363.jpg,26,25,283,157
02364.jpg,373,56,2663,1915
02365.jpg,47,349,997,683
02366.jpg,47,76,556,375
02367.jpg,77,91,297,178
02368.jpg,20,112,685,454
02369.jpg,4,62,239,153
02370.jpg,130,43,508,281
02371.jpg,89,164,473,287
02372.jpg,117,95,847,596
02373.jpg,27,131,957,591
02374.jpg,20,45,234,166
02375.jpg,13,48,512,297
02376.jpg,323,345,1052,806
02377.jpg,79,386,765,615
02378.jpg,105,88,252,156
02379.jpg,1,11,653,336
02380.jpg,114,193,1199,757
02381.jpg,185,261,716,427
02382.jpg,1,131,631,365
02383.jpg,17,4,260,175
02384.jpg,365,181,1895,1185
02385.jpg,19,135,439,288
02386.jpg,609,327,1047,560
02387.jpg,1,16,302,205
02388.jpg,21,29,463,290
02389.jpg,67,14,606,474
02390.jpg,131,96,1962,1470
02391.jpg,56,63,367,245
02392.jpg,17,13,197,115
02393.jpg,101,141,719,450
02394.jpg,33,87,468,278
02395.jpg,99,157,479,307
02396.jpg,21,50,627,394
02397.jpg,46,240,1467,1115
02398.jpg,81,62,1201,729
02399.jpg,12,90,624,423
02400.jpg,6,1,216,74
02401.jpg,155,21,763,360
02402.jpg,86,164,535,391
02403.jpg,213,37,670,321
02404.jpg,23,89,556,327
02405.jpg,165,318,1135,923
02406.jpg,37,67,610,350
02407.jpg,49,42,200,167
02408.jpg,15,90,999,616
02409.jpg,18,22,444,272
02410.jpg,16,46,251,185
02411.jpg,182,64,435,281
02412.jpg,198,196,907,643
02413.jpg,70,67,689,410
02414.jpg,19,40,291,182
02415.jpg,412,350,1933,996
02416.jpg,15,108,419,274
02417.jpg,147,69,897,572
02418.jpg,4,15,146,93
02419.jpg,68,140,522,323
02420.jpg,24,55,607,427
02421.jpg,222,229,869,665
02422.jpg,3,50,294,191
02423.jpg,113,154,545,368
02424.jpg,59,82,440,266
02425.jpg,20,99,926,631
02426.jpg,78,155,733,471
02427.jpg,101,41,534,430
02428.jpg,5,5,92,62
02429.jpg,94,440,1049,917
02430.jpg,53,145,570,384
02431.jpg,47,155,999,581
02432.jpg,12,84,672,421
02433.jpg,70,58,253,141
02434.jpg,1,47,639,438
02435.jpg,74,89,422,341
02436.jpg,33,117,587,408
02437.jpg,117,116,571,393
02438.jpg,7,41,787,431
02439.jpg,13,103,624,414
02440.jpg,103,163,1192,623
02441.jpg,28,135,948,750
02442.jpg,63,153,992,648
02443.jpg,74,62,617,411
02444.jpg,70,60,737,541
02445.jpg,30,99,743,427
02446.jpg,60,126,839,578
02447.jpg,64,58,341,177
02448.jpg,3,226,1017,621
02449.jpg,61,150,595,378
02450.jpg,51,99,595,382
02451.jpg,29,11,269,159
02452.jpg,20,44,249,161
02453.jpg,24,61,450,306
02454.jpg,50,167,605,392
02455.jpg,79,97,563,353
02456.jpg,40,38,224,155
02457.jpg,126,227,885,551
02458.jpg,25,57,520,297
02459.jpg,12,171,623,423
02460.jpg,14,39,252,154
02461.jpg,19,62,952,526
02462.jpg,2,12,639,437
02463.jpg,51,138,926,525
02464.jpg,18,99,615,433
02465.jpg,225,113,437,266
02466.jpg,105,10,788,596
02467.jpg,26,18,698,468
02468.jpg,80,366,951,637
02469.jpg,46,35,762,418
02470.jpg,142,230,1476,983
02471.jpg,268,144,1645,1078
02472.jpg,56,237,960,611
02473.jpg,107,279,1146,618
02474.jpg,182,155,1743,951
02475.jpg,34,214,1567,979
02476.jpg,80,10,376,306
02477.jpg,156,1,1145,747
02478.jpg,180,22,519,229
02479.jpg,74,137,597,329
02480.jpg,43,133,751,400
02481.jpg,110,186,601,447
02482.jpg,126,98,822,572
02483.jpg,17,33,389,281
02484.jpg,435,304,1008,622
02485.jpg,51,109,627,453
02486.jpg,5,5,303,158
02487.jpg,79,136,913,635
02488.jpg,35,201,730,466
02489.jpg,1,49,202,148
02490.jpg,44,140,597,344
02491.jpg,47,154,598,369
02492.jpg,26,60,373,255
02493.jpg,9,41,1015,640
02494.jpg,26,56,746,319
02495.jpg,28,37,445,266
02496.jpg,41,95,607,379
02497.jpg,130,170,911,675
02498.jpg,14,78,1005,709
02499.jpg,49,163,733,438
02500.jpg,17,28,330,218
02501.jpg,1,159,400,286
02502.jpg,85,266,1021,579
02503.jpg,66,138,751,517
02504.jpg,41,39,223,160
02505.jpg,1,9,141,63
02506.jpg,9,4,251,164
02507.jpg,67,126,774,492
02508.jpg,35,61,599,410
02509.jpg,17,54,245,169
02510.jpg,56,59,985,532
02511.jpg,57,62,967,600
02512.jpg,64,16,692,449
02513.jpg,24,141,539,455
02514.jpg,208,274,1549,997
02515.jpg,25,18,241,168
02516.jpg,113,93,390,273
02517.jpg,102,195,675,504
02518.jpg,1,20,229,194
02519.jpg,147,434,1954,1233
02520.jpg,68,86,547,336
02521.jpg,162,154,470,301
02522.jpg,96,299,967,705
02523.jpg,43,26,776,569
02524.jpg,15,11,262,196
02525.jpg,217,330,1103,711
02526.jpg,25,219,304,302
02527.jpg,2,92,595,480
02528.jpg,13,17,313,178
02529.jpg,48,92,582,368
02530.jpg,12,18,256,163
02531.jpg,171,138,535,366
02532.jpg,22,67,1408,859
02533.jpg,15,150,626,452
02534.jpg,198,213,589,377
02535.jpg,66,82,673,564
02536.jpg,92,84,564,402
02537.jpg,37,36,246,157
02538.jpg,54,162,565,356
02539.jpg,64,121,365,261
02540.jpg,7,133,716,444
02541.jpg,20,12,651,475
02542.jpg,104,102,915,581
02543.jpg,22,58,179,136
02544.jpg,39,275,1143,810
02545.jpg,14,53,251,194
02546.jpg,12,40,251,167
02547.jpg,70,165,542,309
02548.jpg,23,56,620,429
02549.jpg,189,218,1063,588
02550.jpg,20,170,639,421
02551.jpg,32,43,186,124
02552.jpg,37,74,269,169
02553.jpg,51,193,593,381
02554.jpg,106,152,928,618
02555.jpg,93,162,714,418
02556.jpg,10,31,293,157
02557.jpg,30,31,189,130
02558.jpg,11,42,251,157
02559.jpg,16,26,690,462
02560.jpg,16,49,383,277
02561.jpg,51,4,508,255
02562.jpg,77,150,618,397
02563.jpg,87,224,1521,926
02564.jpg,27,165,750,466
02565.jpg,120,66,585,425
02566.jpg,59,162,971,635
02567.jpg,108,29,1427,925
02568.jpg,30,41,267,179
02569.jpg,95,124,431,308
02570.jpg,81,102,596,419
02571.jpg,239,180,692,417
02572.jpg,6,102,609,410
02573.jpg,275,53,1359,923
02574.jpg,527,299,1197,692
02575.jpg,51,69,618,372
02576.jpg,115,38,526,296
02577.jpg,21,45,281,133
02578.jpg,18,107,630,340
02579.jpg,69,29,408,236
02580.jpg,39,2,436,192
02581.jpg,12,34,398,254
02582.jpg,103,215,667,475
02583.jpg,6,8,567,342
02584.jpg,33,48,458,289
02585.jpg,9,71,446,345
02586.jpg,30,48,404,277
02587.jpg,150,119,481,368
02588.jpg,19,82,400,319
02589.jpg,71,192,594,465
02590.jpg,51,74,264,185
02591.jpg,256,187,1001,462
02592.jpg,23,65,624,415
02593.jpg,253,220,662,445
02594.jpg,18,58,439,269
02595.jpg,129,413,946,879
02596.jpg,95,208,880,715
02597.jpg,48,92,209,181
02598.jpg,40,38,224,155
02599.jpg,17,45,438,290
02600.jpg,18,59,389,264
02601.jpg,168,9,1169,880
02602.jpg,253,16,534,174
02603.jpg,32,35,233,158
02604.jpg,34,4,264,195
02605.jpg,10,34,627,322
02606.jpg,37,147,973,638
02607.jpg,52,197,1936,1339
02608.jpg,21,23,693,381
02609.jpg,75,203,1486,1024
02610.jpg,41,122,601,352
02611.jpg,8,94,285,200
02612.jpg,17,147,548,362
02613.jpg,44,95,595,435
02614.jpg,53,105,461,337
02615.jpg,27,35,379,255
02616.jpg,237,88,657,372
02617.jpg,280,158,777,491
02618.jpg,37,10,400,300
02619.jpg,4,89,680,379
02620.jpg,5,42,797,406
02621.jpg,44,114,597,435
02622.jpg,57,39,200,156
02623.jpg,41,132,672,431
02624.jpg,52,147,981,547
02625.jpg,53,102,398,234
02626.jpg,67,361,1861,1057
02627.jpg,11,11,293,168
02628.jpg,27,15,310,222
02629.jpg,69,284,1105,786
02630.jpg,153,94,553,356
02631.jpg,25,50,623,417
02632.jpg,55,224,884,573
02633.jpg,1,56,402,251
02634.jpg,72,199,961,744
02635.jpg,39,172,1451,902
02636.jpg,121,287,1500,898
02637.jpg,63,105,597,420
02638.jpg,92,158,585,416
02639.jpg,44,78,529,329
02640.jpg,27,80,613,402
02641.jpg,71,35,587,375
02642.jpg,9,12,595,354
02643.jpg,14,82,596,422
02644.jpg,12,57,240,134
02645.jpg,87,75,494,327
02646.jpg,74,87,319,264
02647.jpg,25,36,292,170
02648.jpg,6,38,289,163
02649.jpg,65,14,458,326
02650.jpg,119,64,2029,1533
02651.jpg,9,118,1007,590
02652.jpg,18,57,903,686
02653.jpg,53,301,963,615
02654.jpg,115,47,812,543
02655.jpg,23,50,626,461
02656.jpg,38,30,240,138
02657.jpg,16,35,286,225
02658.jpg,27,37,611,444
02659.jpg,25,69,487,356
02660.jpg,32,113,527,407
02661.jpg,17,5,282,173
02662.jpg,42,81,765,507
02663.jpg,14,84,627,398
02664.jpg,137,131,836,503
02665.jpg,152,167,1095,681
02666.jpg,33,39,374,242
02667.jpg,1,27,799,600
02668.jpg,48,10,402,284
02669.jpg,13,256,769,532
02670.jpg,19,63,307,170
02671.jpg,95,62,402,306
02672.jpg,14,66,314,199
02673.jpg,72,61,541,291
02674.jpg,8,27,252,145
02675.jpg,18,29,779,588
02676.jpg,13,154,798,466
02677.jpg,18,34,485,310
02678.jpg,68,230,638,444
02679.jpg,32,51,360,262
02680.jpg,70,1,1597,1099
02681.jpg,232,318,803,510
02682.jpg,23,91,429,289
02683.jpg,12,46,245,152
02684.jpg,18,29,242,176
02685.jpg,21,53,201,136
02686.jpg,15,52,262,173
02687.jpg,8,50,247,177
02688.jpg,35,157,479,332
02689.jpg,9,51,296,197
02690.jpg,60,169,588,467
02691.jpg,58,67,720,282
02692.jpg,41,104,656,401
02693.jpg,6,55,257,143
02694.jpg,31,91,441,368
02695.jpg,31,46,475,269
02696.jpg,25,29,265,163
02697.jpg,6,17,299,222
02698.jpg,132,96,525,283
02699.jpg,19,539,1278,981
02700.jpg,27,2,232,182
02701.jpg,137,210,1270,698
02702.jpg,15,122,390,281
02703.jpg,31,96,600,313
02704.jpg,87,72,738,501
02705.jpg,12,31,157,116
02706.jpg,14,19,606,275
02707.jpg,65,153,601,416
02708.jpg,37,44,708,436
02709.jpg,109,45,527,401
02710.jpg,44,99,525,371
02711.jpg,105,147,545,417
02712.jpg,31,8,415,221
02713.jpg,73,69,271,140
02714.jpg,19,165,709,607
02715.jpg,56,80,509,408
02716.jpg,33,52,227,166
02717.jpg,39,61,596,347
02718.jpg,29,11,458,316
02719.jpg,12,55,630,314
02720.jpg,81,85,565,405
02721.jpg,15,4,246,171
02722.jpg,78,104,1373,845
02723.jpg,1,21,400,176
02724.jpg,38,18,192,110
02725.jpg,104,67,548,409
02726.jpg,29,82,215,175
02727.jpg,90,30,577,396
02728.jpg,5,73,280,221
02729.jpg,22,45,607,405
02730.jpg,249,254,591,467
02731.jpg,115,73,398,335
02732.jpg,55,48,617,404
02733.jpg,10,93,784,537
02734.jpg,36,103,623,397
02735.jpg,72,63,427,319
02736.jpg,19,21,244,183
02737.jpg,50,72,558,419
02738.jpg,86,292,1176,639
02739.jpg,27,9,270,128
02740.jpg,54,155,729,449
02741.jpg,41,224,951,656
02742.jpg,62,377,1015,752
02743.jpg,105,42,493,342
02744.jpg,66,141,613,379
02745.jpg,191,145,760,614
02746.jpg,13,15,474,327
02747.jpg,99,160,911,656
02748.jpg,18,10,115,95
02749.jpg,114,26,925,744
02750.jpg,6,8,194,122
02751.jpg,4,30,279,186
02752.jpg,43,51,269,151
02753.jpg,87,86,576,392
02754.jpg,39,117,597,417
02755.jpg,31,126,597,447
02756.jpg,44,15,626,413
02757.jpg,33,54,614,409
02758.jpg,50,57,474,283
02759.jpg,40,64,390,306
02760.jpg,27,64,180,169
02761.jpg,87,158,590,361
02762.jpg,84,117,634,358
02763.jpg,18,34,285,176
02764.jpg,314,235,1383,1002
02765.jpg,12,10,251,173
02766.jpg,131,234,1411,896
02767.jpg,25,116,414,276
02768.jpg,36,133,461,327
02769.jpg,32,76,612,415
02770.jpg,14,96,290,205
02771.jpg,120,108,393,203
02772.jpg,122,54,1170,827
02773.jpg,52,122,386,253
02774.jpg,16,119,410,244
02775.jpg,13,153,626,391
02776.jpg,13,125,591,315
02777.jpg,57,46,273,183
02778.jpg,38,135,1014,719
02779.jpg,142,76,593,309
02780.jpg,147,156,721,496
02781.jpg,39,94,620,440
02782.jpg,181,100,579,371
02783.jpg,12,63,623,333
02784.jpg,79,186,654,437
02785.jpg,24,55,982,569
02786.jpg,187,142,778,594
02787.jpg,46,87,523,348
02788.jpg,44,117,378,242
02789.jpg,78,253,1230,809
02790.jpg,10,33,250,171
02791.jpg,59,45,414,228
02792.jpg,59,101,564,380
02793.jpg,82,151,1022,681
02794.jpg,58,59,390,264
02795.jpg,102,206,597,407
02796.jpg,2,32,156,102
02797.jpg,84,31,1128,639
02798.jpg,64,92,683,438
02799.jpg,57,19,331,190
02800.jpg,5,260,1022,767
02801.jpg,34,73,394,292
02802.jpg,21,93,419,297
02803.jpg,57,158,500,349
02804.jpg,56,160,476,343
02805.jpg,34,99,603,394
02806.jpg,66,306,951,667
02807.jpg,59,158,976,671
02808.jpg,39,113,627,363
02809.jpg,77,71,386,237
02810.jpg,11,57,603,386
02811.jpg,78,96,509,330
02812.jpg,5,17,316,175
02813.jpg,473,299,1172,740
02814.jpg,133,219,1547,962
02815.jpg,72,16,415,286
02816.jpg,538,181,1783,988
02817.jpg,48,30,179,112
02818.jpg,32,41,614,440
02819.jpg,67,138,491,348
